Date,Open,High,Low,Close,AdjClose,Volume,Split
2024-07-01,3535.2,3541.4,3514.0,3526.55,3460.17,2961120,train
2024-07-02,3535.05,3634.0,3535.05,3626.5,3558.24,5087748,train
2024-07-03,3650.35,3650.5,3605.0,3614.35,3546.31,1923801,train
2024-07-04,3616.1,3644.0,3565.8,3573.3,3506.04,1851947,train
2024-07-05,3573.3,3638.0,3568.0,3627.15,3558.87,1635209,train
2024-07-08,3640.1,3645.7,3594.0,3632.0,3563.63,1706210,train
2024-07-09,3650.0,3685.0,3646.1,3666.1,3597.09,2425176,train
2024-07-10,3685.05,3694.0,3601.0,3650.05,3581.34,2231438,train
2024-07-11,3660.0,3684.6,3603.0,3621.1,3552.94,2942924,train
2024-07-12,3630.0,3667.7,3612.7,3649.35,3580.66,2001185,train
2024-07-15,3670.0,3674.0,3637.0,3651.6,3582.86,943302,train
2024-07-16,3646.1,3651.6,3621.0,3636.55,3568.1,2220953,train
2024-07-18,3640.0,3679.25,3598.65,3656.2,3587.38,3240772,train
2024-07-19,3651.0,3658.95,3610.0,3618.5,3550.39,2432533,train
2024-07-22,3617.9,3661.85,3567.6,3651.45,3582.72,3639057,train
2024-07-23,3669.6,3714.0,3460.0,3538.05,3471.45,6957691,train
2024-07-24,3549.0,3557.95,3501.0,3519.45,3453.2,3184060,train
2024-07-25,3539.0,3630.9,3532.05,3619.15,3551.02,4691483,train
2024-07-26,3629.0,3701.0,3596.1,3679.9,3610.63,2617659,train
2024-07-29,3701.0,3790.0,3686.6,3774.95,3703.89,4159919,train
2024-07-30,3774.85,3795.0,3738.6,3784.65,3713.41,1979989,train
2024-07-31,3777.05,3822.0,3763.1,3815.0,3743.19,2703636,train
2024-08-01,3810.0,3838.95,3765.85,3779.3,3708.16,1998663,train
2024-08-02,3730.35,3748.9,3657.1,3665.7,3596.7,2512525,train
2024-08-05,3597.0,3607.9,3511.5,3528.0,3461.59,2900685,train
2024-08-06,3548.0,3634.9,3546.0,3576.2,3508.88,2125532,train
2024-08-07,3630.0,3655.75,3610.35,3638.25,3569.76,1613097,train
2024-08-08,3621.0,3628.75,3547.45,3553.55,3486.66,2038088,train
2024-08-09,3600.0,3605.55,3575.7,3592.05,3524.43,848232,train
2024-08-12,3579.0,3611.0,3563.0,3571.95,3504.71,1965035,train
2024-08-13,3580.0,3607.0,3545.2,3551.8,3484.94,1316218,train
2024-08-14,3558.95,3578.7,3536.5,3545.2,3478.47,1584372,train
2024-08-16,3578.0,3580.9,3533.0,3568.35,3501.18,2808865,train
2024-08-19,3599.85,3599.9,3547.0,3555.05,3488.13,1898535,train
2024-08-20,3562.0,3580.0,3548.0,3572.7,3505.45,1285569,train
2024-08-21,3590.0,3615.3,3581.9,3596.05,3528.36,1714248,train
2024-08-22,3607.05,3612.15,3583.95,3606.5,3538.61,1734927,train
2024-08-23,3606.5,3622.0,3587.05,3598.55,3530.81,1825180,train
2024-08-26,3611.0,3648.0,3594.7,3641.9,3573.35,1606911,train
2024-08-27,3642.65,3737.0,3636.0,3702.7,3633.0,3315435,train
2024-08-28,3705.0,3724.4,3685.0,3689.05,3619.61,1278175,train
2024-08-29,3690.5,3710.0,3651.55,3683.45,3614.11,2165489,train
2024-08-30,3718.35,3745.0,3666.4,3704.65,3634.92,2592912,train
2024-09-02,3706.0,3721.95,3666.35,3683.1,3613.77,1277813,train
2024-09-03,3693.95,3713.95,3666.9,3690.15,3620.69,1211993,train
2024-09-04,3650.0,3681.0,3631.1,3650.8,3582.08,1930121,train
2024-09-05,3668.0,3668.0,3608.4,3624.15,3555.93,2958770,train
2024-09-06,3615.1,3623.8,3536.2,3574.75,3507.46,3096557,train
2024-09-09,3584.0,3594.0,3553.85,3578.3,3510.94,1454589,train
2024-09-10,3585.0,3625.0,3571.0,3596.15,3528.46,1203483,train
2024-09-11,3595.0,3603.95,3516.4,3536.95,3470.37,1865165,train
2024-09-12,3558.0,3638.05,3534.0,3622.0,3553.82,3751523,train
2024-09-13,3622.0,3634.75,3600.05,3613.0,3544.99,1752455,train
2024-09-16,3619.15,3670.0,3613.0,3662.25,3593.31,1045964,train
2024-09-17,3668.0,3705.0,3659.7,3695.2,3625.64,1289060,train
2024-09-18,3689.0,3757.95,3684.2,3730.45,3660.23,2249929,train
2024-09-19,3750.0,3750.4,3674.0,3683.7,3614.36,1711564,train
2024-09-20,3700.0,3809.9,3680.25,3793.9,3722.48,5401701,train
2024-09-23,3800.0,3838.8,3749.0,3787.7,3716.4,1937874,train
2024-09-24,3787.7,3831.8,3775.0,3791.6,3720.23,2676546,train
2024-09-25,3787.55,3813.2,3778.0,3793.85,3722.44,2113862,train
2024-09-26,3801.0,3802.95,3736.4,3762.15,3691.33,2750597,train
2024-09-27,3738.0,3738.0,3651.0,3705.65,3635.9,4095425,train
2024-09-30,3699.0,3715.65,3665.0,3675.55,3606.36,1837697,train
2024-10-01,3667.0,3724.0,3639.35,3653.5,3584.73,1674100,train
2024-10-03,3582.5,3617.0,3485.4,3497.65,3431.81,5315877,train
2024-10-04,3515.0,3553.55,3468.5,3493.95,3428.18,3445879,train
2024-10-07,3505.0,3512.95,3429.0,3468.35,3403.06,2304227,train
2024-10-08,3492.95,3538.5,3469.0,3532.4,3465.91,2249452,train
2024-10-09,3542.05,3557.7,3481.0,3487.1,3421.46,1645791,train
2024-10-10,3515.0,3554.9,3455.5,3460.35,3395.21,2686116,train
2024-10-11,3469.4,3497.1,3447.0,3482.55,3417.0,1280465,train
2024-10-14,3510.0,3573.85,3501.3,3555.05,3488.13,1974378,train
2024-10-15,3570.0,3570.0,3520.15,3551.9,3485.04,1231552,train
2024-10-16,3550.0,3581.9,3513.55,3532.6,3466.1,1961835,train
2024-10-17,3549.9,3583.0,3521.8,3570.3,3503.09,2968537,train
2024-10-18,3569.95,3592.45,3540.25,3577.8,3510.45,2102609,train
2024-10-21,3580.0,3621.95,3571.3,3585.6,3518.11,1750549,train
2024-10-22,3585.0,3591.65,3500.0,3511.9,3445.79,1363574,train
2024-10-23,3501.05,3513.95,3443.0,3455.4,3390.36,2125268,train
2024-10-24,3444.0,3474.6,3416.75,3442.65,3377.85,1924421,train
2024-10-25,3425.0,3435.0,3315.05,3326.4,3263.78,3236774,train
2024-10-28,3316.0,3373.0,3262.55,3340.8,3277.91,2991674,train
2024-10-29,3316.0,3384.4,3316.0,3380.9,3317.26,2253467,train
2024-10-30,3379.95,3438.4,3353.0,3408.35,3344.19,1785128,train
2024-10-31,3530.0,3654.95,3508.35,3622.3,3554.11,7637083,train
2024-11-01,3624.95,3641.9,3620.0,3626.35,3558.09,212796,train
2024-11-04,3624.95,3624.95,3530.9,3574.45,3507.17,1724189,train
2024-11-05,3556.0,3585.0,3541.9,3574.8,3507.51,1251506,train
2024-11-06,3594.0,3659.9,3557.4,3645.45,3576.83,1819732,train
2024-11-07,3647.35,3663.0,3620.0,3646.55,3577.91,1581009,train
2024-11-08,3640.4,3667.0,3620.65,3660.3,3591.4,1622142,train
2024-11-11,3646.0,3661.0,3606.0,3628.85,3560.54,926127,train
2024-11-12,3650.0,3651.0,3580.0,3591.35,3523.75,1116206,train
2024-11-13,3585.0,3604.85,3535.65,3547.95,3481.16,1568694,train
2024-11-14,3558.0,3565.75,3500.15,3526.25,3459.87,1291765,train
2024-11-18,3521.1,3568.3,3510.85,3542.15,3475.47,1233217,train
2024-11-19,3559.9,3607.0,3495.0,3505.9,3439.91,1826460,train
2024-11-21,3530.0,3530.55,3452.45,3483.5,3417.93,1510581,train
2024-11-22,3500.0,3613.5,3473.1,3603.5,3535.67,2534018,train
2024-11-25,3660.0,3761.0,3654.0,3753.0,3682.35,4753829,train
2024-11-26,3754.9,3754.9,3690.0,3702.6,3632.9,1141534,train
2024-11-27,3704.0,3720.0,3685.0,3698.7,3629.08,971816,train
2024-11-28,3700.0,3720.5,3648.0,3666.05,3597.04,2124283,train
