Date,Open,High,Low,Close,AdjClose,Volume,Split
2024-07-01,1520.85,1530.0,1503.85,1520.1,1491.59,1451094,train
2024-07-02,1514.0,1534.9,1508.25,1524.05,1495.46,1336816,train
2024-07-03,1519.35,1536.25,1498.3,1533.95,1505.18,1061099,train
2024-07-04,1535.0,1571.0,1526.0,1557.9,1528.68,2630823,train
2024-07-05,1562.0,1574.75,1557.0,1568.4,1538.98,2481046,train
2024-07-08,1570.6,1574.8,1550.95,1556.4,1527.21,1120204,train
2024-07-09,1564.8,1589.9,1549.8,1585.4,1555.66,1492840,train
2024-07-10,1592.8,1601.15,1567.6,1598.55,1568.56,1899956,train
2024-07-11,1601.0,1602.5,1572.3,1581.75,1552.08,1707500,train
2024-07-12,1582.0,1587.35,1550.0,1577.3,1552.62,1426598,train
2024-07-15,1579.95,1594.7,1577.3,1586.2,1561.38,832804,train
2024-07-16,1589.0,1595.0,1574.95,1579.3,1554.59,688481,train
2024-07-18,1575.0,1596.6,1570.25,1594.25,1569.31,1665636,train
2024-07-19,1584.7,1589.75,1565.15,1568.65,1544.11,1649335,train
2024-07-22,1555.05,1589.5,1555.05,1587.35,1562.51,826636,train
2024-07-23,1587.0,1605.65,1574.3,1601.6,1576.54,1502677,train
2024-07-24,1602.0,1624.95,1592.0,1619.45,1594.11,2923358,train
2024-07-25,1614.85,1681.3,1602.2,1665.8,1639.74,5329712,train
2024-07-26,1670.45,1723.8,1665.0,1714.25,1687.43,4591049,train
2024-07-29,1715.25,1728.75,1692.75,1723.25,1696.29,3187339,train
2024-07-30,1716.1,1725.45,1697.0,1701.6,1674.98,1525840,train
2024-07-31,1702.1,1730.95,1695.2,1719.35,1692.45,1594881,train
2024-08-01,1725.5,1746.45,1681.3,1715.2,1688.36,5258291,train
2024-08-02,1700.0,1741.8,1683.85,1731.65,1704.56,2992406,train
2024-08-05,1725.0,1758.0,1715.0,1720.35,1693.43,5165558,train
2024-08-06,1725.0,1734.0,1703.95,1707.55,1680.83,1710278,train
2024-08-07,1720.0,1736.85,1709.4,1734.45,1707.31,1922313,train
2024-08-08,1735.0,1748.65,1728.35,1737.05,1709.87,2480113,train
2024-08-09,1749.8,1749.8,1730.05,1735.3,1708.15,751683,train
2024-08-12,1735.0,1748.5,1730.05,1733.85,1706.72,1526788,train
2024-08-13,1740.0,1751.85,1725.6,1740.1,1712.87,2076963,train
2024-08-14,1747.5,1753.0,1732.6,1741.65,1714.4,2207250,train
2024-08-16,1749.6,1751.15,1728.65,1742.75,1715.48,2180718,train
2024-08-19,1752.85,1752.85,1740.65,1747.8,1720.45,1363446,train
2024-08-20,1751.8,1770.8,1745.15,1766.35,1738.71,1766597,train
2024-08-21,1770.0,1771.95,1757.3,1764.65,1737.04,1184193,train
2024-08-22,1769.5,1769.5,1748.4,1750.65,1723.26,1369554,train
2024-08-23,1753.75,1781.45,1751.9,1775.75,1747.97,3515492,train
2024-08-26,1780.0,1780.0,1764.5,1772.45,1744.72,933372,train
2024-08-27,1778.0,1792.6,1767.15,1789.4,1761.4,1231023,train
2024-08-28,1796.9,1823.0,1786.35,1811.85,1783.5,1768949,train
2024-08-29,1809.9,1826.85,1790.25,1799.2,1771.05,3205924,train
2024-08-30,1798.15,1828.15,1791.3,1821.65,1793.15,3036374,train
2024-09-02,1829.95,1837.0,1805.2,1815.95,1787.54,1617946,train
2024-09-03,1820.0,1839.55,1805.1,1811.5,1783.16,2148689,train
2024-09-04,1811.5,1835.0,1801.3,1832.85,1804.17,2473477,train
2024-09-05,1833.2,1843.9,1820.0,1826.5,1797.92,1902919,train
2024-09-06,1819.55,1850.0,1805.0,1824.55,1796.0,1701134,train
2024-09-09,1824.55,1835.4,1812.85,1821.85,1793.35,1544883,train
2024-09-10,1830.0,1842.25,1825.7,1836.35,1807.62,1460472,train
2024-09-11,1836.4,1857.5,1831.1,1845.7,1816.82,1701900,train
2024-09-12,1855.15,1871.5,1840.4,1865.4,1836.21,2744070,train
2024-09-13,1865.0,1865.0,1851.4,1853.75,1824.75,1322430,train
2024-09-16,1862.0,1873.35,1850.9,1862.95,1833.8,1284085,train
2024-09-17,1863.0,1869.65,1859.25,1866.1,1836.9,738265,train
2024-09-18,1868.0,1868.0,1829.6,1836.0,1807.27,1202676,train
2024-09-19,1845.2,1856.0,1835.0,1846.05,1817.17,1675819,train
2024-09-20,1851.1,1871.0,1841.9,1865.75,1836.56,4229991,train
2024-09-23,1867.0,1875.0,1857.5,1862.7,1833.56,812520,train
2024-09-24,1856.0,1880.65,1856.0,1868.1,1838.87,2528953,train
2024-09-25,1874.0,1876.0,1858.55,1870.55,1841.28,956893,train
2024-09-26,1870.55,1905.0,1867.05,1898.4,1868.7,2452807,train
2024-09-27,1917.95,1959.3,1915.25,1948.7,1918.21,3809008,train
2024-09-30,1949.0,1960.35,1921.05,1926.7,1896.55,2608461,train
2024-10-01,1924.85,1934.75,1902.35,1919.95,1889.91,1275678,train
2024-10-03,1900.8,1936.3,1896.05,1910.85,1880.95,2492195,train
2024-10-04,1910.85,1952.25,1903.65,1910.05,1880.17,2798189,train
2024-10-07,1910.05,1917.95,1888.05,1905.25,1875.44,1691999,train
2024-10-08,1904.0,1921.45,1901.55,1917.15,1887.15,2309881,train
2024-10-09,1894.55,1947.0,1894.5,1930.85,1900.64,1597182,train
2024-10-10,1929.6,1937.95,1883.9,1887.75,1858.21,2383012,train
2024-10-11,1899.0,1909.35,1890.5,1901.95,1872.19,1019117,train
2024-10-14,1903.0,1915.75,1895.1,1909.75,1879.87,676879,train
2024-10-15,1918.0,1920.4,1894.65,1898.45,1868.75,1383203,train
2024-10-16,1908.95,1914.7,1887.0,1898.5,1868.8,1401914,train
2024-10-17,1923.55,1923.65,1879.65,1889.55,1859.99,1447059,train
2024-10-18,1900.0,1917.9,1872.7,1910.35,1880.46,1203693,train
2024-10-21,1918.8,1920.55,1890.55,1897.0,1867.32,660583,train
2024-10-22,1892.0,1906.0,1881.0,1887.55,1858.02,1192915,train
2024-10-23,1880.05,1889.55,1832.0,1839.35,1810.57,1673366,train
2024-10-24,1830.0,1859.55,1829.45,1848.9,1819.97,1739776,train
2024-10-25,1856.8,1875.6,1850.1,1860.4,1831.29,2148004,train
2024-10-28,1863.2,1916.0,1835.0,1902.9,1873.13,2445724,train
2024-10-29,1922.0,1922.7,1862.0,1871.6,1842.32,2295542,train
2024-10-30,1868.5,1880.9,1820.0,1852.1,1823.12,1900203,train
2024-10-31,1860.0,1872.5,1842.1,1848.9,1819.97,2572932,train
2024-11-01,1860.0,1864.95,1831.55,1858.4,1829.32,107596,train
2024-11-04,1845.0,1845.0,1760.1,1808.9,1780.6,5031861,train
2024-11-05,1805.0,1833.0,1799.45,1803.6,1775.38,1658010,train
2024-11-06,1815.55,1840.0,1802.2,1827.45,1798.86,2060619,train
2024-11-07,1845.0,1845.0,1778.8,1790.95,1762.93,1909269,train
2024-11-08,1799.8,1815.05,1790.95,1809.6,1781.29,1644075,train
2024-11-11,1817.4,1817.65,1791.95,1794.6,1766.52,1069649,train
2024-11-12,1801.9,1825.0,1795.1,1800.85,1772.67,2471888,train
2024-11-13,1791.0,1797.3,1770.45,1779.0,1751.17,1810332,train
2024-11-14,1779.7,1796.0,1763.15,1768.2,1740.53,1473358,train
2024-11-18,1799.0,1799.0,1743.2,1747.75,1720.4,1533025,train
2024-11-19,1730.05,1806.75,1730.0,1777.25,1749.44,1933316,train
2024-11-21,1772.0,1791.45,1758.05,1780.0,1752.15,2014349,train
2024-11-22,1785.0,1814.95,1768.05,1795.3,1767.21,1420813,train
2024-11-25,1806.0,1830.0,1784.15,1798.9,1770.75,3137448,train
2024-11-26,1806.75,1806.75,1753.2,1761.6,1734.04,1589883,train
2024-11-27,1760.1,1778.6,1740.25,1749.45,1722.08,1982546,train
2024-11-28,1749.45,1760.7,1723.4,1734.25,1707.12,3071758,train
2024-11-29,1742.9,1795.8,1739.2,1780.9,1753.04,2427677,train
2024-12-02,1800.0,1814.0,1792.15,1808.55,1780.25,1948045,train
2024-12-03,1831.25,1832.0,1788.35,1800.05,1771.89,1543970,train
2024-12-04,1810.5,1814.85,1785.0,1800.2,1772.03,2320116,train
2024-12-05,1808.7,1825.95,1775.4,1813.45,1785.08,2742263,train
2024-12-06,1815.85,1823.95,1801.0,1804.85,1776.61,1590478,train
2024-12-09,1814.8,1819.95,1796.7,1806.65,1778.38,1528215,train
2024-12-10,1821.0,1823.0,1796.0,1809.95,1781.63,2043634,train
2024-12-11,1824.3,1826.35,1805.05,1814.0,1785.62,1745911,train
2024-12-12,1819.0,1820.0,1798.05,1805.45,1777.2,1082394,train
2024-12-13,1804.75,1816.8,1774.05,1813.45,1785.08,1391111,train
2024-12-16,1818.7,1822.5,1792.35,1809.8,1781.48,1483330,train
2024-12-17,1810.0,1815.75,1783.1,1789.05,1761.06,1608164,train
2024-12-18,1798.0,1822.45,1792.8,1801.05,1772.87,1732860,train
2024-12-19,1801.0,1829.4,1790.8,1823.3,1794.77,1924091,train
2024-12-20,1823.3,1825.95,1794.1,1808.85,1780.55,2513418,train
2024-12-23,1811.0,1828.0,1796.65,1814.6,1786.21,1299181,train
2024-12-24,1814.9,1831.75,1803.15,1819.0,1790.54,1121058,train
2024-12-26,1820.0,1845.05,1814.4,1841.35,1812.54,1402706,train
2024-12-27,1845.5,1866.0,1836.75,1861.25,1832.13,1668898,train
2024-12-30,1862.05,1895.75,1855.0,1883.9,1854.42,6021550,train
2024-12-31,1876.8,1910.0,1868.8,1886.35,1856.84,1844944,train
2025-01-01,1889.9,1902.95,1878.65,1889.95,1860.38,1338092,train
2025-01-02,1892.0,1896.0,1864.95,1878.0,1848.62,2507223,train
2025-01-03,1878.0,1884.0,1844.0,1849.65,1820.71,1515825,train
2025-01-06,1850.5,1856.5,1825.65,1847.4,1818.5,1397724,train
2025-01-07,1848.55,1865.0,1845.65,1853.4,1824.4,1615649,train
2025-01-08,1862.6,1862.6,1829.2,1837.75,1809.0,1298188,train
2025-01-09,1841.0,1841.0,1814.0,1826.35,1797.77,1199181,train
2025-01-10,1825.45,1834.6,1772.75,1784.8,1756.87,857827,train
2025-01-13,1784.6,1785.55,1742.45,1746.9,1719.57,1645287,train
2025-01-14,1755.0,1784.05,1742.1,1770.85,1743.14,1962645,train
2025-01-15,1772.8,1775.0,1747.7,1756.85,1729.36,857867,train
2025-01-16,1775.05,1775.6,1740.8,1763.3,1735.71,2180496,train
2025-01-17,1779.0,1791.95,1767.6,1786.55,1758.6,1163986,train
2025-01-20,1789.35,1800.45,1768.3,1778.25,1750.43,1341246,train
2025-01-21,1772.1,1805.75,1759.5,1762.7,1735.12,2489267,train
2025-01-22,1777.0,1803.6,1773.85,1798.95,1770.8,2262270,train
2025-01-23,1788.1,1839.75,1786.05,1833.6,1804.91,1974760,train
2025-01-24,1829.0,1843.1,1808.2,1822.2,1793.69,1277935,train
2025-01-27,1818.1,1824.25,1774.3,1786.85,1758.89,1452975,train
2025-01-28,1779.8,1780.0,1693.1,1705.5,1678.82,5972497,train
2025-01-29,1705.5,1744.0,1696.0,1735.35,1708.2,1433336,train
2025-01-30,1740.45,1760.3,1725.3,1739.1,1711.89,2017991,train
2025-01-31,1742.0,1769.85,1706.05,1743.95,1716.66,4275269,train
2025-02-01,1740.0,1789.0,1733.3,1742.2,1714.94,1477972,train
2025-02-03,1781.45,1785.9,1710.55,1740.6,1713.37,2210231,train
2025-02-04,1749.3,1776.25,1740.65,1765.25,1737.63,2796294,train
2025-02-05,1773.8,1773.8,1735.2,1752.75,1725.33,1787905,train
2025-02-06,1753.0,1768.35,1736.3,1742.0,1725.08,3421791,train
2025-02-07,1751.4,1753.0,1727.3,1749.8,1732.8,1371545,train
2025-02-10,1741.25,1750.0,1723.7,1732.1,1715.27,1237839,train
2025-02-11,1725.2,1734.2,1695.05,1699.75,1683.24,2779274,train
2025-02-12,1706.45,1714.95,1688.05,1693.85,1677.4,1757284,train
2025-02-13,1700.0,1752.75,1699.95,1746.35,1729.39,2750390,train
2025-02-14,1747.35,1748.95,1685.0,1700.5,1683.98,2123774,train
2025-02-17,1700.5,1735.35,1696.05,1714.2,1697.55,2277889,train
2025-02-18,1714.2,1729.75,1698.4,1701.6,1685.07,2163972,train
2025-02-19,1665.1,1699.0,1647.1,1676.6,1660.31,2576319,train
2025-02-20,1667.15,1677.95,1663.0,1669.3,1653.08,1670915,train
2025-02-21,1678.05,1684.4,1632.0,1643.75,1627.78,2244190,train
2025-02-24,1629.75,1669.9,1627.05,1639.5,1623.57,2357441,train
2025-02-25,1639.5,1647.8,1606.25,1613.6,1597.93,2836717,train
2025-02-27,1628.95,1653.1,1605.05,1647.5,1631.5,2744489,train
2025-02-28,1671.0,1671.0,1586.4,1593.25,1577.77,3549979,train
